gene,0,1,2,3,4,5,6
GSE1,0.028803049,0.037791114,-0.0008728416,-0.07568421,0.02201611,0.014997322,-0.2555656
AC092275.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092377.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC133540.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092127.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092127.1,-0.044677615,-0.0061439886,-0.0041293693,-0.044677533,0.06700686,0.038307473,0.23562738
GINS2,-0.06581759,0.034829985,-0.010197139,0.08165151,-0.019885976,0.043175314,-0.06581735
C16orf74,-0.09910021,0.08162851,0.08311671,-0.04674834,-0.0074072904,0.04797307,-0.10523407
AC018695.6,-0.025816118,-0.025816156,0.031814944,-0.025816228,0.052580275,-0.02581631,-0.025816226
AC018695.9,-0.046406113,-0.008675591,0.09692838,0.031410247,-0.0031208189,-0.046214685,-0.12725517
AC018695.2,0.017966973,0.0040030372,-0.028745372,-0.05769714,0.07160866,0.006761629,-0.057696823
EMC8,-0.10341591,0.015464131,0.05629059,-0.0683499,0.10991521,0.17576897,-0.26166126
AC018695.4,0.033730507,-0.040650725,-0.040650647,-0.040650494,0.02432906,0.11988382,-0.040650602
AC018695.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX4I1,-0.45678997,0.057352193,0.3278217,-0.23092061,0.30797514,0.5873852,-0.5588337
AC018695.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF8,-0.110262394,0.006571057,0.011565335,0.16990297,0.19764172,-0.08766103,-0.60083485
AC092723.5,0.010391562,0.020353174,-0.04828846,-0.04828849,0.0626446,0.02423254,-0.048288617
LINC02132,-0.036516763,-0.036516897,-0.036516987,0.16091731,0.030853314,-0.036517136,-0.036517125
AC092723.4,0.0013668827,0.060248733,-0.0357162,-0.029388731,-0.025105186,0.03824489,-0.06581512
AC092723.1,-0.048266955,0.020822033,-0.0029273338,-0.048266664,0.11183765,0.023579223,-0.048266616
AC092723.3,0.023086848,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC135012.1,0.014563074,-0.032392476,0.026608948,-0.01987453,-0.060363766,0.047601998,0.14852181
AC135012.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC135012.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01081,-0.036520008,0.008960974,-0.036520008,0.031612337,0.104310535,-0.03652001,-0.036520023
LINC02135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092327.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FENDRR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009108.3,-0.018260289,0.032877702,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
MTHFSD,-0.121256225,0.006145204,0.062422015,0.028966647,0.054171037,0.10919079,-0.11543724
FOXC2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009108.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009154.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009154.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC130467.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093519.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC106745.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16orf95,-0.020265546,-0.055444345,-0.0051059434,0.020027105,-0.043994855,0.24347946,-0.077499874
AC136285.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC136285.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC136285.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010531.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010531.6,0.005094698,-0.036277633,0.0584284,-0.03627758,0.036837157,-0.036277473,-0.036277518
AC010531.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO31,-0.07768592,-0.035210375,-0.07281709,0.02820057,0.09854257,0.2513421,-0.02280222
AC010531.5,0.00962601,-0.070747025,0.010685007,-0.0370122,0.115800515,0.024929253,-0.07074653
MAP1LC3B,-0.028665453,0.1326118,-0.097396635,-0.106114544,-0.007484874,0.18193567,-0.07985911
AC010531.3,0.04375494,0.03207409,-0.032591704,-0.041032482,0.013103607,-0.03302324,-0.13759875
ZCCHC14,-0.065100275,-0.031793006,0.09300901,-0.0025105358,-0.13190638,0.3149074,-0.17048636
AC105429.1,-0.008593012,0.024942018,0.05622062,-0.08171462,-0.04894969,0.086028054,-0.08171462
AC092720.1,-0.018202838,-0.048334233,0.028269185,-0.048334274,0.112967916,0.03148068,-0.048334435
AC092720.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPH3,-0.0041256994,-0.04078086,0.051758133,-0.0407808,-0.04078078,0.13637121,-0.04078056
AC010536.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010536.1,0.0051251687,-0.03624711,0.011200907,-0.036247056,0.042022295,0.049164865,-0.036246955
KLHDC4,-0.10480021,-7.496619e-05,0.051823307,-0.08637796,0.04355496,0.30001047,-0.12589541
AC010536.2,-0.03163144,-0.031631432,0.026010862,-0.031631418,0.12519173,-0.031631384,-0.03163131
AC126696.3,-0.018260289,0.032877542,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC126696.1,-0.047978844,-0.047978915,0.027215386,-0.047978748,0.0065909307,0.16562483,0.24720046
SLC7A5,0.0037141526,0.11502473,-0.090928145,-0.06495808,-0.045094527,0.11979284,-0.11260022
AC126696.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA5A,-0.012356073,0.028243557,-0.044688523,0.011084867,-0.044688288,0.031621866,0.21793713
BANP,-0.13492481,-0.121637516,0.13054378,-0.00016791528,0.21780258,0.22749026,-0.47746193
AC134312.4,-0.015036554,-0.081669234,0.03186439,0.11148865,0.0047350535,0.011848739,-0.11117165
AC134312.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC134312.1,-0.0023080285,-0.034818996,-0.029943245,-0.012654612,0.09170703,0.055736072,-0.077562325
AC134312.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC134312.5,0.022325207,-0.009162002,-0.0446014,-0.044601392,0.07314182,0.027308606,-0.044601206
LINC02182,-0.02179421,-0.015464341,0.11866469,-0.0681686,-0.0681686,0.09038253,-0.06816848
AC134312.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC138512.1,-0.044676233,-0.044676296,0.088011496,-0.04467648,0.074090146,0.027588153,-0.04467654
ZNF469,-0.017899396,-0.026617518,-0.027662542,-0.08764524,0.12212316,0.15413587,-0.0876455
ZFPM1,-0.12666176,-0.011039042,0.07992378,-0.11397176,0.036342297,0.40868515,-0.20363314
AC116552.1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,0.06011581,-0.018260475,-0.018260472
ZC3H18,-0.18388885,0.06548176,0.12527762,-0.078651644,-0.014439332,0.3059397,-0.14797018
IL17C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYBA,-0.43734688,0.11722601,0.256821,-0.006894813,0.37834862,0.18673885,-0.85701275
MVD,-0.06489523,-0.021612873,0.035635423,-0.010691644,0.06704428,0.11546364,-0.12060454
SNAI3-AS1,-0.03648429,0.013060631,0.035769045,0.035378043,-0.09453823,0.087645836,-0.02329125
SNAI3,-0.06311417,-0.026613884,0.042049758,-0.04842178,0.013837636,0.26709598,-0.18684316
RNF166,-0.12753168,0.045836743,0.15298459,-0.13111353,-0.03521758,0.31882915,-0.33766356
AC138028.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTU2,-0.08917665,-0.040302455,0.017624691,-0.07043252,0.047073226,0.33848524,0.0037519487
AC138028.6,-0.018260289,-0.018260356,0.039355792,-0.018260477,-0.018260477,-0.018260475,-0.018260472
PIEZO1,-0.18141009,0.0017147883,0.08956276,-0.09562654,0.2582594,0.09500612,0.0022954305
AC138028.4,0.007679239,-0.019854259,-0.01661154,-0.05157922,0.09491574,0.018259447,-0.05157947
AC138028.2,-0.045565113,0.0016559554,-0.033097748,0.04072703,0.07542553,0.039370924,-0.08172656
AC138028.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC138028.1,-0.036156956,-0.042986102,-0.057707064,0.1591901,-0.04148549,0.14421077,-0.09675947
CDT1,0.009758509,0.019553725,-0.031607416,-0.0316074,0.04680453,-0.03160727,-0.031607326
APRT,-0.29203513,-0.040149502,0.06905404,-0.09045448,0.18301553,0.731306,-0.31247097
GALNS,-0.04707896,-0.002457753,0.10982619,0.006779214,-0.017923767,0.009372557,-0.22355214
TRAPPC2L,-0.1206994,-0.049029436,0.08281053,-0.116756886,0.1495651,0.29480344,-0.15024878
PABPN1L,0.05688973,-0.025826216,-0.025826186,-0.025826123,-0.025826087,-0.025826005,-0.02582606
CBFA2T3,-0.087898,-0.027471779,0.11990596,0.028683588,0.078994505,0.014792,-0.3212562
AC092384.2,-0.044655226,-0.0024349217,-0.0043627736,-0.04465549,0.07611954,0.11164739,-0.044655513
AC092384.3,-0.02136513,0.031210154,0.041987877,0.045802012,-0.042604413,-0.077619515,-0.07761945
AC092384.1,0.023548074,-0.079288006,0.077613264,0.0147728585,0.009298395,-0.0036360023,-0.22045837
AC135782.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC135782.1,0.022677813,0.103571825,-0.044477165,-0.014845388,-0.07049481,-0.071983285,-0.016692124
ACSF3,-0.13995981,0.076795146,0.112226814,-0.07969979,0.043229908,0.13907693,-0.24415393
AC135782.3,-0.01954161,0.0194658,-0.04828012,0.0006914847,0.05724036,-0.04827978,0.20708059
LINC00304,-0.018260289,-0.018260356,0.039355952,-0.018260477,-0.018260477,-0.018260475,-0.018260472
LINC02138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH15,0.023086706,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
SLC22A31,0.009783905,0.019579217,-0.031581923,-0.03158193,-0.03158194,0.07755704,-0.03158204
AC009113.1,-0.013335666,0.036202323,0.021708444,-0.056443468,-0.02397866,0.06693798,-0.085588425
ZNF778,0.014777403,-0.022562016,-0.030385489,-0.010754905,0.04032524,0.01476414,0.038944777
AC009113.2,-0.018260289,-0.018260356,-0.0182604,0.05253684,-0.018260477,-0.018260475,-0.018260472
ANKRD11,-0.094619155,0.06910083,0.16966611,-0.18248715,-0.057966333,0.31369546,-0.49732703
AC137932.3,-0.045718044,0.020335332,-0.019430676,0.017396456,0.008804638,0.12441355,-0.14125568
AC137932.1,0.026000958,0.036557727,0.01395727,-0.05475044,-0.05475044,0.0056090318,-0.05475043
AC137932.2,-0.05765042,0.0051644226,0.06691217,0.11009581,-0.057650294,-0.05765055,-0.057650525
AC092120.1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.09374786,-0.018260472
AC092120.3,-0.04093961,0.0726618,-0.048274625,-0.017232085,-0.00044574175,0.17340058,-0.29748157
SPG7,-0.06383519,0.0070167296,0.069540545,-0.13828094,0.0061463364,0.29641837,-0.1907545
AC092123.1,-0.023258291,-0.03228883,-0.028244093,0.09919158,-0.0021956044,0.06495043,-0.089651465
RPL13,-0.4226403,-0.011066863,0.27856576,-0.15287697,0.16248272,0.6681754,-0.092018336
CPNE7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPEP1,0.009780934,-0.031584885,0.025309663,-0.03158476,0.046825923,-0.03158477,-0.031584818
CHMP1A,-0.13977988,0.036653154,0.11372175,-0.08836213,0.11139938,0.14396484,-0.2563049
SPATA33,-0.018950941,0.052142844,0.0141496835,-0.0857362,-0.024045406,0.12189354,-0.12586404
AC010538.1,-0.06122841,-0.01257653,0.06379176,0.043249387,-0.0468366,0.09466959,-0.0796938
CDK10,-0.14668587,0.008437706,0.06764073,-0.03210863,0.013758142,0.31999633,-0.123494044
LINC02166,-0.036437556,0.014732096,0.01154592,-0.03643728,-0.036437307,0.16401869,-0.036437508
SPATA2L,-0.019048825,0.10543916,-0.085899055,-0.0052673467,-0.019527877,0.04281855,-0.056371026
VPS9D1,-0.057900656,0.09116588,0.080020666,-0.10487193,-0.03820228,0.114015386,-0.27364948
VPS9D1-AS1,-0.0132938195,0.032534257,0.038204394,-0.018153826,-0.03875476,0.011466823,-0.10981853
ZNF276,-0.10173684,-0.027109964,0.056170393,-0.10080967,-0.05247123,0.5419083,-0.24312457
FANCA,-0.086038046,-0.020701522,0.032243762,0.033238582,0.075760834,0.0961302,-0.12284013
SPIRE2,-0.022406477,-0.03999892,-0.02163505,0.0086003225,0.06400175,0.12112958,-0.106707476
TCF25,-0.109980285,0.009709003,0.04829049,-0.005329943,0.09457285,0.18531808,-0.38488397
MC1R,-0.054844644,0.016943349,-0.024086567,-0.011495863,-0.03691306,0.25450784,-0.0752853
AC092143.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBB3,-0.036514316,0.05745322,-0.03651433,-0.03651434,0.038038135,0.059733376,-0.036514506
DEF8,0.03936465,-0.025199795,0.07030031,-0.097219065,-0.048218094,0.0966174,-0.18463764
CENPBD1,-0.09276068,-0.082122184,0.08957609,0.014494429,0.12769721,0.06729592,-0.046749074
DBNDD1,0.0058800178,-0.019046849,-0.014990389,-0.0031853563,-0.0009830794,0.078698516,-0.051582865
GAS8,-0.012148056,-0.035113458,0.033997666,0.00026096826,-0.05625544,0.1283269,-0.013759176
GAS8-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM7,-0.025804317,-0.025804272,0.031826865,-0.025804175,0.05259195,-0.02580405,-0.025804063
FAM157C,0.09704022,-0.018031618,0.0999471,-0.06858819,-0.23641467,0.10184675,-0.21783458
AC133919.1,0.03946971,-0.026653334,0.011920328,0.05894939,-0.09154327,0.0042888923,-0.114470474
AC133919.2,0.05053697,-0.0061847274,0.01885005,-0.017589707,-0.030945387,-0.04088301,-0.14015317
LINC02193,0.01242821,0.061111413,-0.030690432,-0.049061276,-0.004786415,-0.009426803,-0.04160601
AC240565.2,-0.017505571,-0.036272623,-0.03590896,0.12606998,0.057239033,-0.06331372,-0.063313834
AC240565.1,-0.015928965,0.044857748,0.056556966,-0.063232854,-0.02199414,-0.01234196,-0.063232906
SCGB1C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOC2B,-0.04461632,-0.0044399374,0.033268847,0.06882637,0.0116305025,-0.044616003,-0.044616032
LINC02091,0.023086868,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
RPH3AL,0.014937485,0.0057370462,0.049823463,-0.08759178,0.015486386,-0.0026739715,-0.091625616
AC129507.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC129507.1,-0.025820438,-0.02582054,0.031811014,-0.025820468,-0.025820438,0.086216584,-0.02582047
AC129507.2,-0.01348048,0.0516858,-0.029662251,0.020940416,-0.019968923,-0.003261838,-0.06060835
AC129507.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC141424.1,0.051168688,-0.03156301,0.023178693,-0.031563085,-0.031563118,-0.03156325,-0.031563267
C17orf97,-0.04532845,-0.038942315,-0.011082225,0.009825777,0.012183382,0.17333329,0.069513224
RFLNB,-0.062054753,0.07464108,0.17702404,-0.20018366,-0.2158228,0.3737823,-0.26254803
AC015853.2,-0.040677603,0.007918974,0.0014599015,-0.040677305,0.024999946,0.13229834,-0.040677313
VPS53,-0.1423812,0.043689728,0.11897462,-0.060772315,0.023354655,0.23923086,-0.35059863
AC015853.3,-0.08181292,-0.096656136,0.06552243,0.08149885,0.14237496,0.036053002,-0.18612726
AC015853.1,0.023086563,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
TLCD3A,-0.04900349,-0.020955956,-0.018939175,-9.50861e-05,0.14793728,0.027961805,-0.07075643
GEMIN4,-0.027188493,-0.020116545,-0.07187425,0.007548248,0.08242368,0.14807644,-0.06065933
GLOD4,-0.10381252,-0.023495983,0.07168051,-0.10315801,0.052509855,0.35783774,-0.22731508
AC087392.3,-0.04461706,-0.0062700724,0.038104184,0.0697891,-0.04461738,0.028859032,-0.044617236
MRM3,-0.10566402,-0.0041133426,-0.002473896,-0.05885748,0.07476532,0.2665643,0.05885315
AC087392.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC087392.5,-0.025825342,-0.025825307,-0.025825283,0.04499034,0.05257118,-0.025825152,-0.025825236
NXN,0.034072403,-0.05757563,0.037131034,-0.034434717,0.016866017,0.027325904,-0.10519115
AC087392.2,-0.018260289,-0.018260356,0.039355747,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC087392.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMM22,-0.056248482,0.00054019305,0.04213301,-0.04781959,-0.05637537,0.25978997,-0.10208391
ABR,-0.031861987,0.011340184,0.051644463,-0.006202549,0.058748335,0.038230263,-0.4505324
AC016292.1,0.018863443,0.004657534,-0.006007425,-0.020992318,0.056395933,-0.063889116,-0.09861755
AC144836.1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,0.060115952,-0.018260475,-0.018260472
BHLHA9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRARG1,0.021027567,-0.044647247,-0.04464725,0.061789233,0.013051095,0.026210895,-0.044647396
YWHAE,-0.18299712,0.061519448,0.17904292,-0.16920203,0.13750204,0.23301312,-0.44339332
CRK,-0.12943412,0.0045543173,0.17858991,-0.12500985,0.0792732,0.17135109,-0.27810147
AC032044.1,0.026997484,-0.051491287,-0.05149135,0.08120341,-0.0054285503,-0.051491734,0.21002237
MYO1C,-0.033589933,-0.018472819,0.0022331497,-0.0134191895,0.0268885,0.12722155,-0.051532898
INPP5K,-0.07336907,0.017425118,-0.01084296,-0.05038374,0.06234723,0.2583295,-0.2562419
PITPNA-AS1,-0.05899763,-0.040340263,0.022701124,-0.047025483,-0.0897876,0.32309252,0.2491456
PITPNA,-0.02563485,0.080994084,0.04059131,-0.087161414,-0.048480317,0.13726759,-0.34826925
SLC43A2,-0.088132136,-0.037325673,0.08431266,0.08281357,0.084675156,0.004357886,-0.29715782
SCARF1,-0.059823606,-0.0014723886,0.0965517,-0.047343478,0.11292831,-0.08001415,-0.08602367
RILP,-0.10121506,0.06573442,0.122461796,-0.10332464,0.03082378,0.06735992,-0.16618156
PRPF8,-0.24015999,-0.057953272,0.14617594,-0.012787719,0.11651975,0.4418962,-0.2824023
AC130343.2,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.093747824,-0.018260472
TLCD2,-0.06128868,0.039648,-0.05374118,0.042900454,-0.0650534,0.239999,-0.09303475
MIR22HG,0.0016644585,0.13871007,-0.02356294,-0.030111345,-0.0742511,-0.04342497,-0.19457701
WDR81,-0.1493375,-0.036660507,0.121944964,-0.0409961,0.191766,0.098155245,-0.17737135
AC130343.1,-0.06585286,-0.012366068,0.074655704,0.01249666,0.0140801575,0.042565294,-0.065852515
SERPINF2,-0.042635664,0.04447397,0.10514105,-0.06577734,-0.06577739,0.03384954,-0.06577762
SERPINF1,-0.049431868,0.037544932,-0.061475202,0.032014623,0.100410186,0.005190988,-0.08383932
SMYD4,-0.10559694,-0.06671108,0.11013064,-0.009443073,-0.013731985,0.26460353,-0.03561822
RPA1,-0.11374007,-0.08753818,0.114498876,-0.01243232,0.06842045,0.22832845,-0.08687349
RTN4RL1,-0.04084406,0.041354254,0.0061581186,0.017339068,0.024648452,-0.040844228,-0.040844206
AC099684.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099684.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099684.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPH1,-0.08510048,0.08782823,0.013097772,-0.09266954,0.016654203,0.19163847,-0.16713618
AC090617.10,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.093747534,-0.018260472
OVCA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC090617.3,-0.018260289,-0.018260356,-0.0182604,-0.018260477,0.060115885,-0.018260475,-0.018260472
AC090617.5,-0.0033615737,-0.007741482,-0.023534616,0.003614023,0.041662384,0.039010875,-0.09663807
HIC1,-0.08747858,-0.048257664,-0.008543426,-0.025617784,0.22007634,0.11467552,-0.08747819
SMG6,-0.0717627,0.037324782,0.01798125,-0.09368428,-0.13196881,0.51340836,-0.29450706
AC090617.4,-0.09289307,-0.0034834875,-0.05342086,0.025364552,0.1245849,0.16060308,-0.046603337
AC090617.2,0.009849155,-0.031516206,-0.0315161,-0.03151608,-0.03151608,0.1874439,-0.03151608
AC090617.1,0.009822894,-0.03154292,0.02602784,-0.031542797,-0.031542797,0.0789155,-0.03154286
AL450226.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR,-0.07008736,-0.01836542,0.09847185,-0.07318911,-0.029247573,0.15092649,0.13495983
TSR1,-0.12843235,0.0315059,0.10103636,-0.10958672,0.10422156,0.1688902,-0.18452723
SGSM2,-0.09562548,0.08162641,-0.019424964,-0.023340378,-0.0037507606,0.21749622,-0.17030014
AC006435.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006435.2,0.040023383,0.007273545,-0.03649586,0.030027539,-0.036495958,-0.036495868,-0.03649592
MNT,-0.04435816,0.010655336,0.03637324,-0.07980722,0.016421326,0.18460594,-0.16585076
AC006435.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL16,-0.08199266,-0.04663366,0.044373397,-0.12140604,0.015398365,0.45729297,-0.14658853
PAFAH1B1,-0.057535466,-0.025355892,0.17184985,-0.09786068,-0.07890306,0.30142733,-0.4661041
AC005696.2,-0.018260289,-0.018260356,0.039355673,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC005696.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLUH,-0.07517602,-0.03172853,0.037092526,-0.06482377,0.1476923,0.1495569,-0.16983186
AC005696.1,-0.06578167,-0.014672886,0.019248104,0.05273698,0.017071374,0.08717841,-0.06578194
AC005696.4,-0.03159908,0.019562095,0.025005743,-0.031599104,-0.031599108,0.080459066,-0.03159922
hsa-mir-1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAP1GAP2,0.046760473,-0.006206257,0.0021994559,-0.09683748,0.028234178,0.08766965,-0.27445796
AC015921.1,0.137498,-0.03678894,-0.063293464,-0.063293464,-0.025965402,-0.010353933,-0.063293464
OR1D5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR1D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR1G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC090282.1,0.015612442,0.025405826,-0.025745178,-0.02574513,-0.025745101,-0.025745053,-0.025745148
OR1A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR1A1,0.015557645,-0.025799941,-0.025799965,-0.025800014,0.052595995,-0.02580009,-0.025799992
OR3A2,-0.048164032,-0.014669275,0.073094375,-0.0005798511,-0.048163734,0.016735021,0.21892278
OR3A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC087498.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR1E1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR3A3,-0.036489498,0.057486735,-0.0364895,0.032184463,-0.036489505,0.05735408,-0.036489554
OR1E2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA22,0.04808018,-0.044538055,-0.008220262,0.06727244,-0.04453782,-0.044537857,-0.044538006
ASPA,-0.018260289,-0.018260356,0.039355706,-0.018260477,-0.018260477,-0.018260475,-0.018260472
TRPV3,0.0013004438,-0.03652573,-0.03652573,0.030654768,0.10340753,-0.036525734,-0.03652574
TRPV1,-0.058344007,0.0434926,0.036049653,-0.03556294,-0.025798984,0.1112864,-0.07577134
AC027796.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC027796.1,-0.0034836554,-0.019252604,-0.042729493,0.0038384811,0.08231833,0.033912007,-0.06835083
SHPK,-0.025355903,-0.005848454,-0.024899991,-0.03239675,0.06641701,0.12504126,-0.11553827
CTNS,-0.027136395,0.0301767,0.049843244,-0.027778985,-0.029047877,0.048048347,-0.15504892
AC027796.4,0.056887407,-0.025828173,-0.02582815,-0.0258281,-0.025828073,-0.025828023,-0.025828121
TAX1BP3,-0.09122434,-0.018862743,0.06272189,-0.058496606,0.02350478,0.2609667,-0.10572253
EMC6,-0.15216255,-0.011300072,0.07346842,-0.009252365,0.014107487,0.3542013,-0.1953235
P2RX5,-0.060359325,-0.017214762,0.065206066,-0.06432863,-0.021763446,0.25349998,-0.13748811
ITGAE,-0.051720515,0.013203834,-0.0029963986,-0.11720591,-0.006801792,0.2953844,0.049972832
AC116914.2,0.06250582,-0.019916119,-0.051475514,-0.05147551,0.044597287,0.009357061,-0.051475476
HASPIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC116914.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCBP3,-0.028963448,-0.07619386,0.14088134,-0.06482762,-0.015810251,0.19703488,-0.2989864
CAMKK1,-0.052222442,0.009530008,-0.030214222,-0.0082617765,0.1881183,0.0032329515,-0.2372431
P2RX1,-0.04463632,0.010858873,0.032916818,-0.02015751,0.19513007,-0.077360585,-0.4063732
ATP2A3,-0.015051079,0.007302804,-0.042545807,-0.19771929,-0.19170587,0.7237753,-0.08787848
LINC01975,-0.018260289,-0.018260356,0.039356045,-0.018260477,-0.018260477,-0.018260475,-0.018260472
ZZEF1,-0.071629025,-0.006889867,0.12047053,-0.10669623,0.027628124,0.28641066,-0.5424295
CYB5D2,-0.06306436,0.060901172,0.017690446,-0.045751043,0.0035463711,0.11277807,-0.12628333
ANKFY1,-0.10483608,-0.06466832,0.18844588,-0.053782374,0.10812346,0.10851849,-0.3533198
AC087292.1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,0.060115993,-0.018260475,-0.018260472
AC087742.1,-0.03653538,0.056564488,-0.036535423,0.029481106,0.03377595,-0.036535572,-0.036535557
UBE2G1,-0.07297828,0.009709355,0.12154498,-0.06012669,-0.055646006,0.2340405,-0.35509768
SPNS3,-0.042428333,0.03694537,0.022775456,-0.09340988,0.058565646,0.018671595,0.10468029
AC127521.1,-0.062713735,0.009671528,-0.0070032612,-0.0816477,-0.08164784,0.43559596,-0.081647746
AC118754.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPNS2,0.04237897,0.019982934,-0.04827686,-0.048276853,0.05328343,-0.048276827,-0.048276685
MYBBP1A,-0.13458957,0.016302554,0.063677214,-0.10131004,0.19174993,0.12388497,-0.096897274
GGT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC118754.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMTNL2,-0.02579884,0.025352426,-0.025798853,0.04501676,-0.025798874,-0.025798908,-0.025798954
LINC01996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX15,0.015540199,0.025333615,-0.025817603,-0.02581754,-0.025817504,-0.025817422,-0.025817476
PELP1,-0.1670392,0.07306147,0.03946799,-0.023056291,0.08317297,0.16879964,-0.10552027
